"","SYMBOL","ENSEMBL","gene"
"CELSR1","CELSR1","ENSG00000075275","CELSR1"
"CELSR2","CELSR2","ENSG00000143126","CELSR2"
"CELSR3","CELSR3","ENSG00000008300","CELSR3"
"CEMIP","CEMIP","ENSG00000103888","CEMIP"
"CEMIP2","CEMIP2","ENSG00000135048","CEMIP2"
"CEMP1","CEMP1","ENSG00000205923","CEMP1"
"CEND1","CEND1","ENSG00000184524","CEND1"
"CENPA","CENPA","ENSG00000115163","CENPA"
"CENPB","CENPB","ENSG00000125817","CENPB"
"CENPBD1","CENPBD1","ENSG00000177946","CENPBD1"
"CENPC","CENPC","ENSG00000145241","CENPC"
"CENPE","CENPE","ENSG00000138778","CENPE"
"CENPF","CENPF","ENSG00000117724","CENPF"
"CENPH","CENPH","ENSG00000153044","CENPH"
"CENPI","CENPI","ENSG00000102384","CENPI"
"CENPJ","CENPJ","ENSG00000151849","CENPJ"
"CENPK","CENPK","ENSG00000123219","CENPK"
"CENPL","CENPL","ENSG00000120334","CENPL"
"CENPM","CENPM","ENSG00000100162","CENPM"
"CENPN","CENPN","ENSG00000166451","CENPN"
"CENPO","CENPO","ENSG00000138092","CENPO"
"CENPP","CENPP","ENSG00000188312","CENPP"
"CENPQ","CENPQ","ENSG00000031691","CENPQ"
"CENPS","CENPS","ENSG00000175279","CENPS"
"CENPT","CENPT","ENSG00000102901","CENPT"
"CENPU","CENPU","ENSG00000151725","CENPU"
"CENPV","CENPV","ENSG00000166582","CENPV"
"CENPVL1","CENPVL1","ENSG00000223591","CENPVL1"
"CENPVL2","CENPVL2","ENSG00000283093","CENPVL2"
"CENPVL3","CENPVL3","ENSG00000224109","CENPVL3"
"CENPW","CENPW","ENSG00000203760","CENPW"
"CENPX","CENPX","ENSG00000169689","CENPX"
"CEP104","CEP104","ENSG00000116198","CEP104"
"CEP112","CEP112","ENSG00000154240","CEP112"
"CEP120","CEP120","ENSG00000168944","CEP120"
"CEP126","CEP126","ENSG00000110318","CEP126"
"CEP128","CEP128","ENSG00000100629","CEP128"
"CEP131","CEP131","ENSG00000141577","CEP131"
"CEP135","CEP135","ENSG00000174799","CEP135"
"CEP152","CEP152","ENSG00000103995","CEP152"
"CEP162","CEP162","ENSG00000135315","CEP162"
"CEP164","CEP164","ENSG00000110274","CEP164"
"CEP170","CEP170","ENSG00000143702","CEP170"
"CEP170B","CEP170B","ENSG00000099814","CEP170B"
"CEP19","CEP19","ENSG00000174007","CEP19"
"CEP192","CEP192","ENSG00000101639","CEP192"
"CEP250","CEP250","ENSG00000126001","CEP250"
"CEP290","CEP290","ENSG00000198707","CEP290"
"CEP295","CEP295","ENSG00000166004","CEP295"
"CEP295NL","CEP295NL","ENSG00000178404","CEP295NL"
"CEP350","CEP350","ENSG00000135837","CEP350"
"CEP41","CEP41","ENSG00000106477","CEP41"
"CEP44","CEP44","ENSG00000164118","CEP44"
"CEP55","CEP55","ENSG00000138180","CEP55"
"CEP57","CEP57","ENSG00000166037","CEP57"
"CEP57L1","CEP57L1","ENSG00000183137","CEP57L1"
"CEP63","CEP63","ENSG00000182923","CEP63"
"CEP68","CEP68","ENSG00000011523","CEP68"
"CEP70","CEP70","ENSG00000114107","CEP70"
"CEP72","CEP72","ENSG00000112877","CEP72"
"CEP76","CEP76","ENSG00000101624","CEP76"
"CEP78","CEP78","ENSG00000148019","CEP78"
"CEP83","CEP83","ENSG00000173588","CEP83"
"CEP83-DT","CEP83-DT","ENSG00000278916","CEP83-DT"
"CEP85","CEP85","ENSG00000130695","CEP85"
"CEP85L","CEP85L","ENSG00000111860","CEP85L"
"CEP89","CEP89","ENSG00000121289","CEP89"
"CEP95","CEP95","ENSG00000258890","CEP95"
"CEP97","CEP97","ENSG00000182504","CEP97"
"CEPT1","CEPT1","ENSG00000134255","CEPT1"
"CER1","CER1","ENSG00000147869","CER1"
"CERCAM","CERCAM","ENSG00000167123","CERCAM"
"CERK","CERK","ENSG00000100422","CERK"
"CERKL","CERKL","ENSG00000188452","CERKL"
"CERNA2","CERNA2","ENSG00000285972","CERNA2"
"CERNA3","CERNA3","ENSG00000253603","CERNA3"
"CERS1","CERS1","ENSG00000223802","CERS1"
"CERS2","CERS2","ENSG00000143418","CERS2"
"CERS3","CERS3","ENSG00000154227","CERS3"
"CERS4","CERS4","ENSG00000090661","CERS4"
"CERS5","CERS5","ENSG00000139624","CERS5"
"CERS6","CERS6","ENSG00000172292","CERS6"
"CERS6-AS1","CERS6-AS1","ENSG00000227617","CERS6-AS1"
"CERT1","CERT1","ENSG00000113163","CERT1"
"CES1","CES1","ENSG00000198848","CES1"
"CES2","CES2","ENSG00000172831","CES2"
"CES3","CES3","ENSG00000172828","CES3"
"CES4A","CES4A","ENSG00000172824","CES4A"
"CES5A","CES5A","ENSG00000159398","CES5A"
"CETN1","CETN1","ENSG00000177143","CETN1"
"CETN2","CETN2","ENSG00000147400","CETN2"
"CETN3","CETN3","ENSG00000153140","CETN3"
"CETP","CETP","ENSG00000087237","CETP"
"CFAP100","CFAP100","ENSG00000163885","CFAP100"
"CFAP126","CFAP126","ENSG00000188931","CFAP126"
"CFAP157","CFAP157","ENSG00000160401","CFAP157"
"CFAP161","CFAP161","ENSG00000156206","CFAP161"
"CFAP20","CFAP20","ENSG00000070761","CFAP20"
"CFAP206","CFAP206","ENSG00000272514","CFAP206"
"CFAP221","CFAP221","ENSG00000163075","CFAP221"
"CFAP298","CFAP298","ENSG00000159079","CFAP298"
"CFAP299","CFAP299","ENSG00000197826","CFAP299"
"CFAP300","CFAP300","ENSG00000137691","CFAP300"
"CFAP36","CFAP36","ENSG00000163001","CFAP36"
"CFAP410","CFAP410","ENSG00000160226","CFAP410"
"CFAP43","CFAP43","ENSG00000197748","CFAP43"
"CFAP44","CFAP44","ENSG00000206530","CFAP44"
"CFAP44-AS1","CFAP44-AS1","ENSG00000243849","CFAP44-AS1"
"CFAP45","CFAP45","ENSG00000213085","CFAP45"
"CFAP46","CFAP46","ENSG00000171811","CFAP46"
"CFAP47","CFAP47","ENSG00000165164","CFAP47"
"CFAP52","CFAP52","ENSG00000166596","CFAP52"
"CFAP53","CFAP53","ENSG00000172361","CFAP53"
"CFAP54","CFAP54","ENSG00000188596","CFAP54"
"CFAP57","CFAP57","ENSG00000243710","CFAP57"
"CFAP58","CFAP58","ENSG00000120051","CFAP58"
"CFAP61","CFAP61","ENSG00000089101","CFAP61"
"CFAP65","CFAP65","ENSG00000181378","CFAP65"
"CFAP69","CFAP69","ENSG00000105792","CFAP69"
"CFAP70","CFAP70","ENSG00000156042","CFAP70"
"CFAP73","CFAP73","ENSG00000186710","CFAP73"
"CFAP74","CFAP74","ENSG00000142609","CFAP74"
"CFAP77","CFAP77","ENSG00000188523","CFAP77"
"CFAP97","CFAP97","ENSG00000164323","CFAP97"
"CFAP97D1","CFAP97D1","ENSG00000231256","CFAP97D1"
"CFAP97D2","CFAP97D2","ENSG00000283361","CFAP97D2"
"CFAP99","CFAP99","ENSG00000206113","CFAP99"
"CFB","CFB","ENSG00000243649","CFB"
"CFC1","CFC1","ENSG00000136698","CFC1"
"CFC1B","CFC1B","ENSG00000152093","CFC1B"
"CFD","CFD","ENSG00000197766","CFD"
"CFDP1","CFDP1","ENSG00000153774","CFDP1"
"CFH","CFH","ENSG00000000971","CFH"
"CFHR1","CFHR1","ENSG00000244414","CFHR1"
"CFHR2","CFHR2","ENSG00000080910","CFHR2"
"CFHR3","CFHR3","ENSG00000116785","CFHR3"
"CFHR4","CFHR4","ENSG00000134365","CFHR4"
"CFHR5","CFHR5","ENSG00000134389","CFHR5"
"CFI","CFI","ENSG00000205403","CFI"
"CFL1","CFL1","ENSG00000172757","CFL1"
"CFL2","CFL2","ENSG00000165410","CFL2"
"CFLAR","CFLAR","ENSG00000003402","CFLAR"
"CFLAR-AS1","CFLAR-AS1","ENSG00000226312","CFLAR-AS1"
"CFP","CFP","ENSG00000126759","CFP"
"CFTR","CFTR","ENSG00000001626","CFTR"
"CFTR-AS1","CFTR-AS1","ENSG00000232661","CFTR-AS1"
"CGA","CGA","ENSG00000135346","CGA"
"CGAS","CGAS","ENSG00000164430","CGAS"
"CGB1","CGB1","ENSG00000267631","CGB1"
"CGB2","CGB2","ENSG00000104818","CGB2"
"CGB3","CGB3","ENSG00000104827","CGB3"
"CGB5","CGB5","ENSG00000189052","CGB5"
"CGB7","CGB7","ENSG00000196337","CGB7"
"CGB8","CGB8","ENSG00000213030","CGB8"
"CGGBP1","CGGBP1","ENSG00000163320","CGGBP1"
"CGN","CGN","ENSG00000143375","CGN"
"CGNL1","CGNL1","ENSG00000128849","CGNL1"
"CGREF1","CGREF1","ENSG00000138028","CGREF1"
"CGRRF1","CGRRF1","ENSG00000100532","CGRRF1"
"CH25H","CH25H","ENSG00000138135","CH25H"
"CHAC1","CHAC1","ENSG00000128965","CHAC1"
"CHAC2","CHAC2","ENSG00000143942","CHAC2"
"CHAD","CHAD","ENSG00000136457","CHAD"
"CHADL","CHADL","ENSG00000100399","CHADL"
"CHAF1A","CHAF1A","ENSG00000167670","CHAF1A"
"CHAF1B","CHAF1B","ENSG00000159259","CHAF1B"
"CHAMP1","CHAMP1","ENSG00000198824","CHAMP1"
"CHAT","CHAT","ENSG00000070748","CHAT"
"CHCHD1","CHCHD1","ENSG00000172586","CHCHD1"
"CHCHD10","CHCHD10","ENSG00000250479","CHCHD10"
"CHCHD2","CHCHD2","ENSG00000106153","CHCHD2"
"CHCHD3","CHCHD3","ENSG00000106554","CHCHD3"
"CHCHD4","CHCHD4","ENSG00000163528","CHCHD4"
"CHCHD5","CHCHD5","ENSG00000125611","CHCHD5"
"CHCHD6","CHCHD6","ENSG00000159685","CHCHD6"
"CHCHD7","CHCHD7","ENSG00000170791","CHCHD7"
"CHD1","CHD1","ENSG00000153922","CHD1"
"CHD1L","CHD1L","ENSG00000131778","CHD1L"
"CHD2","CHD2","ENSG00000173575","CHD2"
"CHD3","CHD3","ENSG00000170004","CHD3"
"CHD4","CHD4","ENSG00000111642","CHD4"
"CHD5","CHD5","ENSG00000116254","CHD5"
"CHD6","CHD6","ENSG00000124177","CHD6"
"CHD7","CHD7","ENSG00000171316","CHD7"
"CHD8","CHD8","ENSG00000100888","CHD8"
"CHD9","CHD9","ENSG00000177200","CHD9"
"CHDH","CHDH","ENSG00000016391","CHDH"
"CHEK1","CHEK1","ENSG00000149554","CHEK1"
"CHEK2","CHEK2","ENSG00000183765","CHEK2"
"CHERP","CHERP","ENSG00000085872","CHERP"
"CHFR","CHFR","ENSG00000072609","CHFR"
"CHGA","CHGA","ENSG00000100604","CHGA"
"CHGB","CHGB","ENSG00000089199","CHGB"
"CHI3L1","CHI3L1","ENSG00000133048","CHI3L1"
"CHI3L2","CHI3L2","ENSG00000064886","CHI3L2"
"CHIA","CHIA","ENSG00000134216","CHIA"
"CHIC1","CHIC1","ENSG00000204116","CHIC1"
"CHIC2","CHIC2","ENSG00000109220","CHIC2"
"CHID1","CHID1","ENSG00000177830","CHID1"
"CHIT1","CHIT1","ENSG00000133063","CHIT1"
"CHKA","CHKA","ENSG00000110721","CHKA"
"CHKB","CHKB","ENSG00000100288","CHKB"
"CHKB-DT","CHKB-DT","ENSG00000205559","CHKB-DT"
"CHL1","CHL1","ENSG00000134121","CHL1"
"CHL1-AS1","CHL1-AS1","ENSG00000234661","CHL1-AS1"
"CHL1-AS2","CHL1-AS2","ENSG00000224318","CHL1-AS2"
"CHM","CHM","ENSG00000188419","CHM"
"CHML","CHML","ENSG00000203668","CHML"
"CHMP1A","CHMP1A","ENSG00000131165","CHMP1A"
"CHMP1B","CHMP1B","ENSG00000255112","CHMP1B"
"CHMP2A","CHMP2A","ENSG00000130724","CHMP2A"
"CHMP2B","CHMP2B","ENSG00000083937","CHMP2B"
"CHMP3","CHMP3","ENSG00000115561","CHMP3"
"CHMP4A","CHMP4A","ENSG00000254505","CHMP4A"
"CHMP4B","CHMP4B","ENSG00000101421","CHMP4B"
"CHMP4C","CHMP4C","ENSG00000164695","CHMP4C"
"CHMP5","CHMP5","ENSG00000086065","CHMP5"
"CHMP6","CHMP6","ENSG00000176108","CHMP6"
"CHMP7","CHMP7","ENSG00000147457","CHMP7"
"CHN1","CHN1","ENSG00000128656","CHN1"
"CHN2","CHN2","ENSG00000106069","CHN2"
"CHODL","CHODL","ENSG00000154645","CHODL"
"CHORDC1","CHORDC1","ENSG00000110172","CHORDC1"
"CHP1","CHP1","ENSG00000187446","CHP1"
"CHP2","CHP2","ENSG00000166869","CHP2"
"CHPF","CHPF","ENSG00000123989","CHPF"
"CHPF2","CHPF2","ENSG00000033100","CHPF2"
"CHPT1","CHPT1","ENSG00000111666","CHPT1"
"CHRAC1","CHRAC1","ENSG00000104472","CHRAC1"
"CHRD","CHRD","ENSG00000090539","CHRD"
"CHRDL1","CHRDL1","ENSG00000101938","CHRDL1"
"CHRDL2","CHRDL2","ENSG00000054938","CHRDL2"
"CHRFAM7A","CHRFAM7A","ENSG00000166664","CHRFAM7A"
"CHRM1","CHRM1","ENSG00000168539","CHRM1"
"CHRM2","CHRM2","ENSG00000181072","CHRM2"
"CHRM3","CHRM3","ENSG00000133019","CHRM3"
"CHRM3-AS1","CHRM3-AS1","ENSG00000234601","CHRM3-AS1"
"CHRM3-AS2","CHRM3-AS2","ENSG00000233355","CHRM3-AS2"
"CHRM4","CHRM4","ENSG00000180720","CHRM4"
"CHRM5","CHRM5","ENSG00000184984","CHRM5"
"CHRNA1","CHRNA1","ENSG00000138435","CHRNA1"
"CHRNA10","CHRNA10","ENSG00000129749","CHRNA10"
"CHRNA2","CHRNA2","ENSG00000120903","CHRNA2"
"CHRNA3","CHRNA3","ENSG00000080644","CHRNA3"
"CHRNA4","CHRNA4","ENSG00000101204","CHRNA4"
"CHRNA5","CHRNA5","ENSG00000169684","CHRNA5"
"CHRNA6","CHRNA6","ENSG00000147434","CHRNA6"
"CHRNA7","CHRNA7","ENSG00000175344","CHRNA7"
"CHRNA9","CHRNA9","ENSG00000174343","CHRNA9"
"CHRNB1","CHRNB1","ENSG00000170175","CHRNB1"
"CHRNB2","CHRNB2","ENSG00000160716","CHRNB2"
"CHRNB3","CHRNB3","ENSG00000147432","CHRNB3"
"CHRNB4","CHRNB4","ENSG00000117971","CHRNB4"
"CHRND","CHRND","ENSG00000135902","CHRND"
"CHRNE","CHRNE","ENSG00000108556","CHRNE"
"CHRNG","CHRNG","ENSG00000196811","CHRNG"
"CHROMR","CHROMR","ENSG00000223960","CHROMR"
"CHST1","CHST1","ENSG00000175264","CHST1"
"CHST10","CHST10","ENSG00000115526","CHST10"
"CHST11","CHST11","ENSG00000171310","CHST11"
"CHST12","CHST12","ENSG00000136213","CHST12"
"CHST13","CHST13","ENSG00000180767","CHST13"
"CHST14","CHST14","ENSG00000169105","CHST14"
"CHST15","CHST15","ENSG00000182022","CHST15"
"CHST2","CHST2","ENSG00000175040","CHST2"
"CHST3","CHST3","ENSG00000122863","CHST3"
"CHST4","CHST4","ENSG00000140835","CHST4"
"CHST5","CHST5","ENSG00000135702","CHST5"
"CHST6","CHST6","ENSG00000183196","CHST6"
"CHST7","CHST7","ENSG00000147119","CHST7"
"CHST8","CHST8","ENSG00000124302","CHST8"
"CHST9","CHST9","ENSG00000154080","CHST9"
"CHSY1","CHSY1","ENSG00000131873","CHSY1"
"CHSY3","CHSY3","ENSG00000198108","CHSY3"
"CHTF18","CHTF18","ENSG00000127586","CHTF18"
"CHTF8","CHTF8","ENSG00000168802","CHTF8"
"CHTOP","CHTOP","ENSG00000160679","CHTOP"
"CHUK","CHUK","ENSG00000213341","CHUK"
"CHURC1","CHURC1","ENSG00000258289","CHURC1"
"CIAO1","CIAO1","ENSG00000144021","CIAO1"
"CIAO2A","CIAO2A","ENSG00000166797","CIAO2A"
"CIAO2B","CIAO2B","ENSG00000166595","CIAO2B"
"CIAO3","CIAO3","ENSG00000103245","CIAO3"
"CIAPIN1","CIAPIN1","ENSG00000005194","CIAPIN1"
"CIART","CIART","ENSG00000159208","CIART"
"CIB1","CIB1","ENSG00000185043","CIB1"
"CIB2","CIB2","ENSG00000136425","CIB2"
"CIB3","CIB3","ENSG00000141977","CIB3"
"CIB4","CIB4","ENSG00000157884","CIB4"
"CIC","CIC","ENSG00000079432","CIC"
"CIDEA","CIDEA","ENSG00000176194","CIDEA"
"CIDEB","CIDEB","ENSG00000136305","CIDEB"
"CIDEC","CIDEC","ENSG00000187288","CIDEC"
"CIITA","CIITA","ENSG00000179583","CIITA"
"CILP","CILP","ENSG00000138615","CILP"
"CILP2","CILP2","ENSG00000160161","CILP2"
"CINP","CINP","ENSG00000100865","CINP"
"CIP2A","CIP2A","ENSG00000163507","CIP2A"
"CIPC","CIPC","ENSG00000198894","CIPC"
"CIR1","CIR1","ENSG00000138433","CIR1"
"CIRBP","CIRBP","ENSG00000099622","CIRBP"
"CIRBP-AS1","CIRBP-AS1","ENSG00000267493","CIRBP-AS1"
"CISD1","CISD1","ENSG00000122873","CISD1"
"CISD2","CISD2","ENSG00000145354","CISD2"
"CISD3","CISD3","ENSG00000277972","CISD3"
"CISH","CISH","ENSG00000114737","CISH"
"CIT","CIT","ENSG00000122966","CIT"
"CITED1","CITED1","ENSG00000125931","CITED1"
"CITED2","CITED2","ENSG00000164442","CITED2"
"CITED4","CITED4","ENSG00000179862","CITED4"
"CIZ1","CIZ1","ENSG00000148337","CIZ1"
"CKAP2","CKAP2","ENSG00000136108","CKAP2"
"CKAP2L","CKAP2L","ENSG00000169607","CKAP2L"
"CKAP4","CKAP4","ENSG00000136026","CKAP4"
"CKAP5","CKAP5","ENSG00000175216","CKAP5"
"CKB","CKB","ENSG00000166165","CKB"
"CKLF","CKLF","ENSG00000217555","CKLF"
"CKM","CKM","ENSG00000104879","CKM"
"CKMT1A","CKMT1A","ENSG00000223572","CKMT1A"
"CKMT1B","CKMT1B","ENSG00000237289","CKMT1B"
"CKMT2","CKMT2","ENSG00000131730","CKMT2"
"CKMT2-AS1","CKMT2-AS1","ENSG00000247572","CKMT2-AS1"
"CKS1B","CKS1B","ENSG00000173207","CKS1B"
"CKS2","CKS2","ENSG00000123975","CKS2"
"CLASP1","CLASP1","ENSG00000074054","CLASP1"
"CLASP2","CLASP2","ENSG00000163539","CLASP2"
"CLASRP","CLASRP","ENSG00000104859","CLASRP"
"CLBA1","CLBA1","ENSG00000140104","CLBA1"
"CLC","CLC","ENSG00000105205","CLC"
"CLCA1","CLCA1","ENSG00000016490","CLCA1"
"CLCA2","CLCA2","ENSG00000137975","CLCA2"
"CLCA4","CLCA4","ENSG00000016602","CLCA4"
"CLCA4-AS1","CLCA4-AS1","ENSG00000261737","CLCA4-AS1"
"CLCC1","CLCC1","ENSG00000121940","CLCC1"
"CLCF1","CLCF1","ENSG00000175505","CLCF1"
"CLCN1","CLCN1","ENSG00000188037","CLCN1"
"CLCN2","CLCN2","ENSG00000114859","CLCN2"
"CLCN3","CLCN3","ENSG00000109572","CLCN3"
"CLCN4","CLCN4","ENSG00000073464","CLCN4"
"CLCN5","CLCN5","ENSG00000171365","CLCN5"
"CLCN6","CLCN6","ENSG00000011021","CLCN6"
"CLCN7","CLCN7","ENSG00000103249","CLCN7"
"CLCNKA","CLCNKA","ENSG00000186510","CLCNKA"
"CLCNKB","CLCNKB","ENSG00000184908","CLCNKB"
"CLDN1","CLDN1","ENSG00000163347","CLDN1"
"CLDN10","CLDN10","ENSG00000134873","CLDN10"
"CLDN10-AS1","CLDN10-AS1","ENSG00000223392","CLDN10-AS1"
"CLDN11","CLDN11","ENSG00000013297","CLDN11"
"CLDN12","CLDN12","ENSG00000157224","CLDN12"
"CLDN14","CLDN14","ENSG00000159261","CLDN14"
"CLDN15","CLDN15","ENSG00000106404","CLDN15"
"CLDN16","CLDN16","ENSG00000113946","CLDN16"
"CLDN17","CLDN17","ENSG00000156282","CLDN17"
"CLDN18","CLDN18","ENSG00000066405","CLDN18"
"CLDN19","CLDN19","ENSG00000164007","CLDN19"
"CLDN2","CLDN2","ENSG00000165376","CLDN2"
"CLDN20","CLDN20","ENSG00000171217","CLDN20"
"CLDN22","CLDN22","ENSG00000177300","CLDN22"
"CLDN23","CLDN23","ENSG00000253958","CLDN23"
"CLDN24","CLDN24","ENSG00000185758","CLDN24"
"CLDN25","CLDN25","ENSG00000228607","CLDN25"
"CLDN3","CLDN3","ENSG00000165215","CLDN3"
"CLDN34","CLDN34","ENSG00000234469","CLDN34"
"CLDN4","CLDN4","ENSG00000189143","CLDN4"
"CLDN5","CLDN5","ENSG00000184113","CLDN5"
"CLDN6","CLDN6","ENSG00000184697","CLDN6"
"CLDN7","CLDN7","ENSG00000181885","CLDN7"
"CLDN8","CLDN8","ENSG00000156284","CLDN8"
"CLDN9","CLDN9","ENSG00000213937","CLDN9"
"CLDND1","CLDND1","ENSG00000080822","CLDND1"
"CLDND2","CLDND2","ENSG00000160318","CLDND2"
"CLEC10A","CLEC10A","ENSG00000132514","CLEC10A"
"CLEC11A","CLEC11A","ENSG00000105472","CLEC11A"
"CLEC12A","CLEC12A","ENSG00000172322","CLEC12A"
"CLEC12A-AS1","CLEC12A-AS1","ENSG00000231560","CLEC12A-AS1"
"CLEC12B","CLEC12B","ENSG00000256660","CLEC12B"
"CLEC14A","CLEC14A","ENSG00000176435","CLEC14A"
"CLEC16A","CLEC16A","ENSG00000038532","CLEC16A"
"CLEC17A","CLEC17A","ENSG00000187912","CLEC17A"
"CLEC18A","CLEC18A","ENSG00000157322","CLEC18A"
"CLEC18B","CLEC18B","ENSG00000140839","CLEC18B"
"CLEC18C","CLEC18C","ENSG00000157335","CLEC18C"
"CLEC19A","CLEC19A","ENSG00000261210","CLEC19A"
"CLEC1A","CLEC1A","ENSG00000150048","CLEC1A"
"CLEC1B","CLEC1B","ENSG00000165682","CLEC1B"
"CLEC20A","CLEC20A","ENSG00000188585","CLEC20A"
"CLEC2A","CLEC2A","ENSG00000188393","CLEC2A"
"CLEC2B","CLEC2B","ENSG00000110852","CLEC2B"
"CLEC2D","CLEC2D","ENSG00000069493","CLEC2D"
"CLEC2L","CLEC2L","ENSG00000236279","CLEC2L"
"CLEC3A","CLEC3A","ENSG00000166509","CLEC3A"
"CLEC3B","CLEC3B","ENSG00000163815","CLEC3B"
"CLEC4A","CLEC4A","ENSG00000111729","CLEC4A"
"CLEC4C","CLEC4C","ENSG00000198178","CLEC4C"
"CLEC4D","CLEC4D","ENSG00000166527","CLEC4D"
"CLEC4E","CLEC4E","ENSG00000166523","CLEC4E"
"CLEC4F","CLEC4F","ENSG00000152672","CLEC4F"
"CLEC4G","CLEC4G","ENSG00000182566","CLEC4G"
"CLEC4M","CLEC4M","ENSG00000104938","CLEC4M"
"CLEC5A","CLEC5A","ENSG00000258227","CLEC5A"
"CLEC6A","CLEC6A","ENSG00000205846","CLEC6A"
"CLEC7A","CLEC7A","ENSG00000172243","CLEC7A"
"CLEC9A","CLEC9A","ENSG00000197992","CLEC9A"
"CLECL1","CLECL1","ENSG00000184293","CLECL1"
"CLGN","CLGN","ENSG00000153132","CLGN"
"CLHC1","CLHC1","ENSG00000162994","CLHC1"
"CLIC1","CLIC1","ENSG00000213719","CLIC1"
"CLIC2","CLIC2","ENSG00000155962","CLIC2"
"CLIC3","CLIC3","ENSG00000169583","CLIC3"
"CLIC4","CLIC4","ENSG00000169504","CLIC4"
"CLIC5","CLIC5","ENSG00000112782","CLIC5"
"CLIC6","CLIC6","ENSG00000159212","CLIC6"
"CLINT1","CLINT1","ENSG00000113282","CLINT1"
"CLIP1","CLIP1","ENSG00000130779","CLIP1"
"CLIP2","CLIP2","ENSG00000106665","CLIP2"
"CLIP3","CLIP3","ENSG00000105270","CLIP3"
"CLIP4","CLIP4","ENSG00000115295","CLIP4"
"CLK1","CLK1","ENSG00000013441","CLK1"
"CLK2","CLK2","ENSG00000176444","CLK2"
"CLK3","CLK3","ENSG00000179335","CLK3"
"CLK4","CLK4","ENSG00000113240","CLK4"
"CLLU1","CLLU1","ENSG00000257127","CLLU1"
"CLMAT3","CLMAT3","ENSG00000249035","CLMAT3"
"CLMN","CLMN","ENSG00000165959","CLMN"
"CLMP","CLMP","ENSG00000166250","CLMP"
"CLN3","CLN3","ENSG00000188603","CLN3"
"CLN5","CLN5","ENSG00000102805","CLN5"
"CLN6","CLN6","ENSG00000128973","CLN6"
"CLN8","CLN8","ENSG00000182372","CLN8"
"CLNK","CLNK","ENSG00000109684","CLNK"
"CLNS1A","CLNS1A","ENSG00000074201","CLNS1A"
"CLOCK","CLOCK","ENSG00000134852","CLOCK"
"CLP1","CLP1","ENSG00000172409","CLP1"
"CLPB","CLPB","ENSG00000162129","CLPB"
"CLPP","CLPP","ENSG00000125656","CLPP"
"CLPS","CLPS","ENSG00000137392","CLPS"
"CLPSL1","CLPSL1","ENSG00000204140","CLPSL1"
"CLPSL2","CLPSL2","ENSG00000196748","CLPSL2"
"CLPTM1","CLPTM1","ENSG00000104853","CLPTM1"
"CLPTM1L","CLPTM1L","ENSG00000049656","CLPTM1L"
"CLPX","CLPX","ENSG00000166855","CLPX"
"CLRN1","CLRN1","ENSG00000163646","CLRN1"
"CLRN2","CLRN2","ENSG00000249581","CLRN2"
"CLRN3","CLRN3","ENSG00000180745","CLRN3"
"CLSPN","CLSPN","ENSG00000092853","CLSPN"
"CLSTN1","CLSTN1","ENSG00000171603","CLSTN1"
"CLSTN2","CLSTN2","ENSG00000158258","CLSTN2"
"CLSTN2-AS1","CLSTN2-AS1","ENSG00000250433","CLSTN2-AS1"
"CLSTN3","CLSTN3","ENSG00000139182","CLSTN3"
"CLTA","CLTA","ENSG00000122705","CLTA"
"CLTB","CLTB","ENSG00000175416","CLTB"
"CLTC","CLTC","ENSG00000141367","CLTC"
"CLTCL1","CLTCL1","ENSG00000070371","CLTCL1"
"CLTRN","CLTRN","ENSG00000147003","CLTRN"
"CLU","CLU","ENSG00000120885","CLU"
"CLUAP1","CLUAP1","ENSG00000103351","CLUAP1"
"CLUH","CLUH","ENSG00000132361","CLUH"
"CLUL1","CLUL1","ENSG00000079101","CLUL1"
"CLVS1","CLVS1","ENSG00000177182","CLVS1"
"CLVS2","CLVS2","ENSG00000146352","CLVS2"
"CLYBL","CLYBL","ENSG00000125246","CLYBL"
"CLYBL-AS1","CLYBL-AS1","ENSG00000234303","CLYBL-AS1"
"CLYBL-AS2","CLYBL-AS2","ENSG00000227659","CLYBL-AS2"
"CMA1","CMA1","ENSG00000092009","CMA1"
"CMAS","CMAS","ENSG00000111726","CMAS"
"CMBL","CMBL","ENSG00000164237","CMBL"
"CMC1","CMC1","ENSG00000187118","CMC1"
"CMC2","CMC2","ENSG00000103121","CMC2"
"CMC4","CMC4","ENSG00000182712","CMC4"
"CMIP","CMIP","ENSG00000153815","CMIP"
"CMKLR1","CMKLR1","ENSG00000174600","CMKLR1"
"CMPK1","CMPK1","ENSG00000162368","CMPK1"
"CMPK2","CMPK2","ENSG00000134326","CMPK2"
"CMSS1","CMSS1","ENSG00000184220","CMSS1"
"CMTM1","CMTM1","ENSG00000089505","CMTM1"
"CMTM2","CMTM2","ENSG00000140932","CMTM2"
"CMTM3","CMTM3","ENSG00000140931","CMTM3"
"CMTM4","CMTM4","ENSG00000183723","CMTM4"
"CMTM5","CMTM5","ENSG00000166091","CMTM5"
"CMTM6","CMTM6","ENSG00000091317","CMTM6"
"CMTM7","CMTM7","ENSG00000153551","CMTM7"
"CMTM8","CMTM8","ENSG00000170293","CMTM8"
"CMTR1","CMTR1","ENSG00000137200","CMTR1"
"CMTR2","CMTR2","ENSG00000180917","CMTR2"
"CMYA5","CMYA5","ENSG00000164309","CMYA5"
"CNBD1","CNBD1","ENSG00000176571","CNBD1"
